"ID","Type","Category","Amount","Date","Note","PaymentMethod","IsRecurring","RecurringInterval"
"b3b57af9-3d16-4b73-9a07-bdb13547efb3","Expense","Transport",35.39,"2026-08-07 04:30:48","Taxi ride","Card",false,"One-time"
"edbc8d85-fcd4-43db-a5a6-f4208b078836","Expense","Shopping",108.96,"2026-08-06 12:22:20","Stationery","Bank Transfer",false,"One-time"
"e0797fd4-65a8-4b26-987b-663b44ac25a5","Income","Part-time",148.14,"2026-08-05 20:47:38","Freelance project","Card",false,"One-time"
"3a4111bc-2811-45c3-b550-6cb473f88156","Income","Allowance",873.83,"2026-08-05 16:38:23","Parental support","Bank Transfer",true,"Monthly"
"822c215a-e5dd-4fce-9daf-b82775acbd88","Expense","Entertainment",82.73,"2026-08-05 12:28:46","Concert","Card",false,"One-time"
"24531be4-023b-42ee-9c42-704fe7395538","Expense","Food",20.89,"2026-08-05 09:02:36","Restaurant","Bank Transfer",false,"One-time"
"17b5726f-d7d3-476d-9390-ce3a8c8ec87e","Expense","Entertainment",38.67,"2026-08-04 18:27:46","Movie","Cash",false,"One-time"
"fdb1c7b0-a891-4805-a080-8c9ec9ee91f1","Expense","Transport",18.55,"2026-08-04 16:56:53","Taxi ride","Cash",false,"One-time"
"4174d8c6-0e63-4f0f-87e8-7b12e3e3df7f","Expense","Food",23.54,"2026-08-02 20:09:56","Snacks","Cash",false,"One-time"
"30ef59ec-65b1-40e1-898a-74c34fd3f63d","Expense","Transport",4.5,"2026-08-01 07:27:24","Metro ride","Card",false,"One-time"
"8bc39c96-de87-4f2f-9fe5-159e616bbd94","Expense","Rent",567.32,"2026-08-01 03:42:00","Monthly rent","Bank Transfer",true,"Monthly"
"3e38fd0b-2ff7-4fac-8de6-aff7a78c65fe","Income","Part-time",210.33,"2026-07-26 14:32:18","Freelance project","Card",false,"One-time"
"65707a48-c1c4-488d-baa8-72bc7b0e47c7","Expense","Transport",5.75,"2026-07-26 00:08:09","Auto ride","Bank Transfer",false,"One-time"
"9ca76624-7e00-41fe-9c1d-989dcf98ec38","Expense","Food",6.5,"2026-07-25 16:57:14","Restaurant","Bank Transfer",false,"One-time"
"3b665d93-8363-4310-9c35-e86f58aef990","Expense","Transport",7.7,"2026-07-25 13:15:39","Metro ride","Cash",false,"One-time"
"c6deddbc-7fcf-4e51-b6b8-2e3722939187","Expense","Food",17.15,"2026-07-24 21:58:52","Restaurant","Bank Transfer",false,"One-time"
"d5680a88-0b62-4f07-932d-be13d1debecb","Expense","Transport",2.44,"2026-07-24 13:00:22","Metro ride","Card",false,"One-time"
"8ee6a853-a113-4263-b60a-c4621cd06442","Expense","Transport",3.9,"2026-07-24 00:27:30","Auto ride","Cash",false,"One-time"
"a5f5024c-e9f3-4057-a7e1-af1f0430538d","Expense","Transport",5.12,"2026-07-23 20:14:14","Auto ride","Cash",false,"One-time"
"3e9c18ee-074a-4b35-b46c-6222431e9589","Income","Part-time",494.5,"2026-07-23 14:11:28","Freelance project","Card",false,"One-time"
"14e29a3b-e7ed-4ab6-adaa-dcda24c86822","Expense","Entertainment",91.08,"2026-07-23 13:15:20","Movie","Card",false,"One-time"
"4d311d7a-42ac-40a5-a3d3-13008d318dfb","Expense","Food",14.59,"2026-07-22 16:59:46","Mess meal","Card",false,"One-time"
"9b23c687-b853-4c97-9bd2-22d5b7d305c6","Expense","Transport",7.46,"2026-07-22 13:12:30","Bus ride","Bank Transfer",false,"One-time"
"4e3c0bd3-46ea-4009-9f7b-b8f4b45dde61","Expense","Food",10.8,"2026-07-22 07:53:34","Groceries","Card",false,"One-time"
"1f6f28de-90cc-4937-9a72-4fb9433a996f","Expense","Transport",2.51,"2026-07-22 06:30:42","Auto ride","Card",false,"One-time"
"986d21ad-3283-4fad-b632-c8b737d2986b","Expense","Food",23.9,"2026-07-21 02:04:46","Restaurant","Bank Transfer",false,"One-time"
"05995bdd-87c4-44ba-abfa-10e25d69df9e","Expense","Entertainment",37.89,"2026-07-21 01:19:07","Concert","Cash",false,"One-time"
"1ec791b1-8d80-4a4a-92e4-2aabd92130be","Expense","Transport",3.45,"2026-07-20 05:12:54","Metro ride","Cash",false,"One-time"
"e782e17f-0849-4fa2-a9bc-86ddaa2dc535","Expense","Transport",4.26,"2026-07-18 15:51:43","Metro ride","Card",false,"One-time"
"9b8de275-f823-4270-a893-09f97357ae0a","Expense","Transport",18.29,"2026-07-17 23:59:47","Taxi ride","Cash",false,"One-time"
"729144ea-c532-48a1-ab21-fe347c6e1047","Expense","Groceries",32.87,"2026-07-17 01:59:29","Mess meal","Bank Transfer",false,"One-time"
"e6ed1882-1496-432d-9274-2a8c7e2837f4","Expense","Transport",3.42,"2026-07-16 00:09:49","Auto ride","Card",false,"One-time"
"f958d24a-12f3-49fd-8604-0e51870510db","Expense","Food",5.1,"2026-07-15 10:19:22","Restaurant","Card",false,"One-time"
"464547cd-fc47-4642-b3c5-4fe36f07a85d","Income","Part-time",469.52,"2026-07-14 16:45:56","Freelance project","Card",false,"One-time"
"6b3394ef-343f-4b81-a5ad-17858df1f18a","Expense","Utilities",62.11,"2026-07-13 18:47:17","Electricity, water, internet","Bank Transfer",true,"Monthly"
"0ea0e579-5ea9-4138-b598-5ab08245711c","Expense","Transport",5.12,"2026-07-13 01:17:12","Metro ride","Bank Transfer",false,"One-time"
"f52dece8-8a4a-43c8-a31b-305da31c5284","Expense","Transport",6.06,"2026-07-12 09:23:27","Metro ride","Card",false,"One-time"
"d06b0bb5-d9d7-4c2a-afc0-17b2505d8f24","Expense","Groceries",38.52,"2026-07-12 01:27:31","Mess meal","Card",false,"One-time"
"2f9066e3-7f1d-4d89-b0ce-eeaca1e4f694","Expense","Groceries",39.88,"2026-07-12 00:06:27","Restaurant","Card",false,"One-time"
"7a174bfc-8046-448d-a0b5-5bc65f718ceb","Expense","Food",13.13,"2026-07-10 20:54:05","Snacks","Cash",false,"One-time"
"d88aa509-2b4d-4ab3-8b0c-93572b1e0706","Expense","Groceries",40.87,"2026-07-09 06:00:47","Snacks","Bank Transfer",false,"One-time"
"e535d630-ccdd-4722-aed8-5db098087710","Expense","Transport",9.95,"2026-07-08 08:49:07","Auto ride","Cash",false,"One-time"
"b6a8ab86-4464-4203-ad4b-653e5599cf92","Expense","Transport",5.15,"2026-07-08 01:43:53","Auto ride","Bank Transfer",false,"One-time"
"2ff55f6e-9cc5-4813-9aa0-38219560108f","Expense","Transport",25.18,"2026-07-07 02:55:03","Taxi ride","Card",false,"One-time"
"d40e01b4-e08b-4151-9431-fa95501f4be4","Expense","Healthcare",63.46,"2026-07-06 08:31:23","Doctor visit / medicine","Cash",false,"One-time"
"183ba388-0fc0-4d14-bc53-f1ab2c5f8d3a","Expense","Rent",545.05,"2026-07-05 22:09:42","Monthly rent","Bank Transfer",true,"Monthly"
"b529dfa7-0f59-426c-b284-ec0059a643ea","Expense","Transport",19.05,"2026-07-04 14:42:53","Taxi ride","Card",false,"One-time"
"383c99a0-2560-4494-8190-969717e3633d","Income","Allowance",917.82,"2026-07-03 22:49:15","Parental support","Bank Transfer",true,"Monthly"
"cd48e822-dcb0-4c76-a343-6e3d16d8f203","Expense","Shopping",58.16,"2026-07-02 21:47:20","Stationery","Cash",false,"One-time"
"4580dc55-7712-4a4c-860a-a67f067add98","Expense","Transport",9.16,"2026-07-02 04:25:26","Auto ride","Cash",false,"One-time"
"19edfea9-4501-4e25-80c2-9e4c8675c5d7","Expense","Groceries",70.42,"2026-07-02 02:47:18","Mess meal","Card",false,"One-time"
"6d2e3163-5247-48fa-ac83-dfbad13d8ce6","Expense","Food",19.28,"2026-07-01 19:12:58","Snacks","Cash",false,"One-time"
"4e2f0960-3ba1-4967-9ae1-da603872a42e","Expense","Food",14.15,"2026-06-28 01:54:59","Restaurant","Bank Transfer",false,"One-time"
"7432b5c6-92ce-4586-ad0b-b081e389d9d1","Expense","Food",24.82,"2026-06-27 21:58:54","Groceries","Card",false,"One-time"
"60d13552-fad4-488f-abf6-3eec8110f58e","Expense","Food",12.24,"2026-06-26 23:12:47","Mess meal","Bank Transfer",false,"One-time"
"e626f909-312e-4cd9-b075-0b7bcb6546d9","Expense","Food",21.96,"2026-06-26 10:09:52","Restaurant","Bank Transfer",false,"One-time"
"f5eb7dc2-9783-4701-ba89-2017bf1be255","Expense","Transport",6.39,"2026-06-26 10:07:02","Metro ride","Bank Transfer",false,"One-time"
"281beb07-c032-45da-a5dd-663342114eae","Expense","Food",23.52,"2026-06-26 04:24:27","Mess meal","Card",false,"One-time"
"5676d120-2f08-411c-a769-208ffcde369c","Income","Part-time",431.1,"2026-06-24 21:54:51","Freelance project","Card",false,"One-time"
"27810411-09c1-4e4e-95c3-ccb89db344c7","Expense","Food",22.14,"2026-06-24 01:59:55","Groceries","Card",false,"One-time"
"a54f3772-1b2b-43e2-9097-adb627a0575f","Expense","Shopping",119.28,"2026-06-23 18:55:18","Clothes","Card",false,"One-time"
"a47e923e-9285-4fb2-8478-efd10066057e","Expense","Groceries",34.87,"2026-06-23 06:44:54","Snacks","Bank Transfer",false,"One-time"
"b3f861b5-e214-467c-9524-61e978dbf910","Income","Part-time",213.36,"2026-06-22 14:09:38","Freelance project","Card",false,"One-time"
"adf9f3fc-5098-47a5-8ba3-ad18472bc684","Expense","Transport",1.55,"2026-06-22 03:11:55","Metro ride","Card",false,"One-time"
"d41ea1a1-4e70-401e-b964-3e3ced67fc94","Expense","Transport",21.88,"2026-06-22 02:49:29","Taxi ride","Bank Transfer",false,"One-time"
"89cf1515-1467-4c35-a48e-e2483fe448b7","Expense","Transport",1.7,"2026-06-21 21:58:32","Metro ride","Bank Transfer",false,"One-time"
"0e290721-061c-469d-b87c-440a50d9fff7","Expense","Transport",5.07,"2026-06-21 06:45:23","Metro ride","Cash",false,"One-time"
"bbb3cfa9-f5a4-4481-8a0e-c3f65cf32cbb","Expense","Transport",7.13,"2026-06-20 17:32:13","Bus ride","Cash",false,"One-time"
"82b1d29a-dc50-439c-a554-52bcc043a12f","Expense","Transport",3.72,"2026-06-20 13:04:35","Auto ride","Bank Transfer",false,"One-time"
"1baec237-3961-428d-9eaa-f505e5b5f671","Expense","Transport",34.4,"2026-06-20 05:41:47","Taxi ride","Bank Transfer",false,"One-time"
"bd69c7d4-664b-43e5-8fed-c23cfef566fc","Expense","Transport",8.25,"2026-06-19 15:17:44","Bus ride","Cash",false,"One-time"
"6c41794b-9f1e-4984-93df-36d48e8d95be","Expense","Transport",7.9,"2026-06-18 22:52:50","Bus ride","Cash",false,"One-time"
"c76569a6-ea71-4151-8177-a395763c3354","Expense","Transport",16.65,"2026-06-18 03:43:35","Taxi ride","Bank Transfer",false,"One-time"
"7fb38acd-428d-480c-9f20-ff573f0ea506","Expense","Transport",5.1,"2026-06-17 09:23:34","Metro ride","Bank Transfer",false,"One-time"
"533a7a0d-fad0-4b0f-9866-64ebc6baf8fd","Expense","Food",16.87,"2026-06-16 05:03:07","Restaurant","Bank Transfer",false,"One-time"
"a7c098f2-ae6a-4d8c-8916-83c69daafe0c","Expense","Transport",2.2,"2026-06-15 11:00:07","Bus ride","Card",false,"One-time"
"a564c62b-8f07-4245-a4ca-6da99ad858fb","Expense","Groceries",49.55,"2026-06-14 21:30:22","Snacks","Card",false,"One-time"
"10c088ec-44a6-4804-bbf8-1eb699fcb15e","Expense","Transport",22.46,"2026-06-13 15:41:44","Taxi ride","Cash",false,"One-time"
"3b55b212-ef1c-4fef-bc9b-ef25abb1f97e","Expense","Transport",2.16,"2026-06-11 13:24:01","Metro ride","Cash",false,"One-time"
"b2716b4a-ee64-428c-a4c9-64c6cf918e44","Expense","Utilities",94.09,"2026-06-10 12:00:34","Electricity, water, internet","Bank Transfer",true,"Monthly"
"8af243a6-47af-4a3d-9001-54f8a4a9bb1e","Expense","Food",14.9,"2026-06-09 22:36:30","Groceries","Cash",false,"One-time"
"f01f5758-e1f3-4850-8fc9-1af16a0b5d8d","Expense","Transport",4.72,"2026-06-09 00:06:24","Metro ride","Cash",false,"One-time"
"6398b190-43da-4b72-8571-ecbdbb10211d","Expense","Transport",8.78,"2026-06-08 01:12:09","Auto ride","Cash",false,"One-time"
"07197104-0eac-4e44-86c1-20b6000e77fe","Expense","Transport",27.22,"2026-06-08 01:07:15","Taxi ride","Bank Transfer",false,"One-time"
"a37d90f2-b8af-48a7-8a21-aec9de88da3a","Expense","Entertainment",41.06,"2026-06-06 16:46:56","Concert","Card",false,"One-time"
"12b7189b-b8d4-40ef-90ba-9cfaf556f6d9","Expense","Transport",7.25,"2026-06-06 12:29:05","Auto ride","Bank Transfer",false,"One-time"
"2daafb70-ae40-49b1-9f9c-0cfd9f7c0008","Expense","Shopping",52.52,"2026-06-06 10:48:24","Stationery","Cash",false,"One-time"
"0b8f7c6f-2c21-4afe-80d1-21a6b62ba4c2","Expense","Transport",2.22,"2026-06-06 02:35:16","Bus ride","Cash",false,"One-time"
"47b14a1d-9f60-4177-984d-19b6b9fe34a6","Expense","Transport",3.86,"2026-06-05 19:35:13","Auto ride","Bank Transfer",false,"One-time"
"dd11ca57-e182-47ab-aea9-ac784244c4c1","Expense","Transport",5.94,"2026-06-05 18:31:44","Auto ride","Card",false,"One-time"
"f8100e1d-be98-4ce8-9741-e3d061f884a3","Expense","Transport",9.96,"2026-06-05 17:13:04","Auto ride","Bank Transfer",false,"One-time"
"f4ef524d-d748-439c-afac-88ba67dc233c","Expense","Food",22.94,"2026-06-05 14:44:30","Restaurant","Cash",false,"One-time"
"99787784-2434-41fa-9d7f-22cc04291db1","Expense","Transport",4.95,"2026-06-04 10:04:45","Metro ride","Bank Transfer",false,"One-time"
"f1e4ada2-b7b0-4b79-8294-360cc36476c3","Expense","Transport",2.74,"2026-06-03 11:58:21","Auto ride","Cash",false,"One-time"
"b72b7398-f1f3-43a9-8216-53b1777a86a2","Income","Allowance",933.72,"2026-06-03 04:52:18","Parental support","Bank Transfer",true,"Monthly"
"a0620862-1fb3-4a9d-be0b-0bb67a229267","Income","Part-time",300.95,"2026-06-02 19:20:19","Freelance project","Card",false,"One-time"
"2d7e76ff-5e5a-4754-bcb1-7b347b9d0894","Expense","Rent",563.63,"2026-06-02 16:42:38","Monthly rent","Bank Transfer",true,"Monthly"
"decdd142-bb20-4c27-ad52-780609268972","Expense","Transport",16.6,"2026-06-01 12:35:52","Taxi ride","Bank Transfer",false,"One-time"
"be05c174-a3a9-40fa-88eb-162594783081","Expense","Transport",7.1,"2026-06-01 07:19:02","Auto ride","Card",false,"One-time"
"817eb8f4-56fd-49d5-9635-964e07ae91ef","Expense","Transport",4.63,"2026-05-28 16:17:44","Metro ride","Bank Transfer",false,"One-time"
"7993699e-66bd-4ec2-ad78-05284ca9fb12","Expense","Food",20.47,"2026-05-27 15:00:06","Groceries","Bank Transfer",false,"One-time"
"99729c3e-a1ec-431e-b1f4-a6b87b390888","Expense","Entertainment",24.83,"2026-05-26 07:14:16","Movie","Card",false,"One-time"
"ea7cb2d7-a0bd-4e55-846d-cb47d9bec232","Expense","Transport",39.67,"2026-05-26 02:22:27","Taxi ride","Bank Transfer",false,"One-time"
"8a3628a1-7a0c-4f5a-90fc-f9c0004a7d47","Expense","Transport",5.2,"2026-05-25 21:44:05","Bus ride","Bank Transfer",false,"One-time"
"4713df4e-f656-4f52-ba87-b16518d2b357","Expense","Food",20.18,"2026-05-25 12:27:54","Snacks","Bank Transfer",false,"One-time"
"9cd5bdaa-e23b-43a2-9303-3c9fa87a23a4","Expense","Transport",4.65,"2026-05-25 10:38:27","Auto ride","Card",false,"One-time"
"d7cc4551-aaf1-4e84-bc24-af79ff604963","Expense","Transport",7.89,"2026-05-25 03:00:03","Auto ride","Cash",false,"One-time"
"e738ac1d-81c5-4133-a4a4-3fc097969802","Expense","Food",23.43,"2026-05-24 07:15:30","Snacks","Bank Transfer",false,"One-time"
"73f8b8d6-a680-4110-86b1-7d5a97a0e3fa","Expense","Transport",31.35,"2026-05-23 23:47:46","Taxi ride","Bank Transfer",false,"One-time"
"b952a0bf-6a2f-4841-8391-9452baed95a4","Expense","Food",10.23,"2026-05-23 21:01:44","Groceries","Bank Transfer",false,"One-time"
"d4af795c-eb93-41ac-b370-96144300d079","Expense","Food",18.93,"2026-05-23 15:40:44","Groceries","Card",false,"One-time"
"3afbb837-1aea-4289-a1ec-eda6966b8513","Expense","Food",15.37,"2026-05-23 12:25:45","Restaurant","Card",false,"One-time"
"3b13ccd4-10c5-4561-893b-644a4354defb","Expense","Transport",5.77,"2026-05-23 04:12:31","Metro ride","Cash",false,"One-time"
"166f8d7d-f099-4881-9ba5-f9a0054d6431","Expense","Transport",31.51,"2026-05-22 21:55:30","Taxi ride","Cash",false,"One-time"
"4ecc0746-294c-4606-bc2a-ec6a514ec3ef","Expense","Transport",3.29,"2026-05-22 18:50:02","Bus ride","Cash",false,"One-time"
"9b739e02-b191-45ff-8609-d3a30cbefde4","Expense","Transport",8.92,"2026-05-21 10:01:40","Auto ride","Bank Transfer",false,"One-time"
"1753aa05-286c-4ac4-802d-d05517507b0f","Expense","Transport",3.0,"2026-05-21 09:46:27","Metro ride","Cash",false,"One-time"
"5d5e3533-44b0-404f-b000-ca20fe0dfc64","Expense","Transport",5.73,"2026-05-19 22:32:02","Metro ride","Cash",false,"One-time"
"af4de42b-cd3d-4999-934a-1f70dfb1f456","Expense","Shopping",89.87,"2026-05-19 17:12:54","Stationery","Cash",false,"One-time"
"1daa42e3-f160-402d-a486-0a6d9625cafd","Expense","Groceries",77.85,"2026-05-19 05:12:48","Snacks","Bank Transfer",false,"One-time"
"41838996-e493-44e4-8491-ea512b6ddef8","Expense","Food",24.85,"2026-05-19 02:26:56","Mess meal","Card",false,"One-time"
"f64810b1-2308-4468-aa98-0029d3a9c133","Expense","Food",10.15,"2026-05-18 04:35:46","Groceries","Card",false,"One-time"
"1801b03d-ac6b-4fab-a179-111b0c4dbf65","Expense","Food",5.08,"2026-05-16 06:09:58","Snacks","Card",false,"One-time"
"6a7ad542-526b-4db1-a03c-17b070f53d94","Income","Part-time",251.09,"2026-05-16 02:23:25","Freelance project","Card",false,"One-time"
"eca007e3-b8ae-4339-bf83-811234e6610f","Income","Part-time",444.97,"2026-05-15 20:12:17","Freelance project","Card",false,"One-time"
"d97ce61f-a33d-47e0-8720-10e4846d35f1","Expense","Transport",3.21,"2026-05-15 18:52:13","Metro ride","Bank Transfer",false,"One-time"
"989853ad-78ef-46c1-80a2-d20c3b14c7f9","Expense","Groceries",68.02,"2026-05-15 13:32:39","Groceries","Cash",false,"One-time"
"21d49ca0-0bd1-4175-af87-86ee12624c9c","Expense","Groceries",33.6,"2026-05-15 09:24:35","Restaurant","Bank Transfer",false,"One-time"
"854029c4-9a85-4213-b4d2-430cbf9f10d3","Expense","Utilities",63.13,"2026-05-14 06:15:32","Electricity, water, internet","Bank Transfer",true,"Monthly"
"80e56563-8fd1-4874-b6b4-ab7e51bb40d3","Expense","Transport",1.72,"2026-05-13 23:53:56","Metro ride","Cash",false,"One-time"
"33d7da0f-3e56-464f-b4f9-8ff3819af5f2","Expense","Transport",9.42,"2026-05-13 19:33:48","Auto ride","Card",false,"One-time"
"c230a52d-89be-45cf-8568-df0c6a4f90b2","Expense","Food",12.68,"2026-05-13 13:25:47","Snacks","Bank Transfer",false,"One-time"
"6cbec1c2-a950-495b-b7de-a43e5b5d1cdf","Expense","Transport",5.38,"2026-05-12 10:51:06","Bus ride","Bank Transfer",false,"One-time"
"6e712008-a489-4b89-8daf-d12a5fdff0cf","Expense","Transport",25.0,"2026-05-11 21:28:14","Taxi ride","Bank Transfer",false,"One-time"
"6d7ea82c-2f28-4ae6-ad7a-3950f9da539a","Expense","Transport",6.97,"2026-05-11 07:59:36","Bus ride","Card",false,"One-time"
"de25fdfd-711c-40e9-8f70-4d1977ea9b97","Expense","Transport",24.46,"2026-05-11 07:23:42","Taxi ride","Cash",false,"One-time"
"15457c01-70ab-416c-b5e9-eb29b33b6133","Expense","Food",7.19,"2026-05-10 23:26:48","Snacks","Cash",false,"One-time"
"1c798d7c-0770-45ed-8673-8e320ba230e7","Expense","Transport",19.2,"2026-05-10 21:35:55","Taxi ride","Card",false,"One-time"
"c4dac85e-48ec-4b16-a646-2549b7d7bfc1","Expense","Groceries",64.95,"2026-05-09 23:13:59","Mess meal","Cash",false,"One-time"
"cd8e8b2e-562a-4a70-b2d1-4f08d44444fc","Expense","Transport",5.56,"2026-05-09 02:21:01","Metro ride","Bank Transfer",false,"One-time"
"24f54b26-df2d-4961-ae43-436eb57ef8b1","Expense","Transport",38.79,"2026-05-08 23:16:42","Taxi ride","Bank Transfer",false,"One-time"
"b34c7fe2-9da1-4b85-b30f-6311cc5a0f95","Income","Part-time",214.14,"2026-05-06 19:15:19","Freelance project","Card",false,"One-time"
"4798d271-ca03-4e13-8d9d-f1b6e0464730","Expense","Food",15.01,"2026-05-06 13:16:44","Groceries","Bank Transfer",false,"One-time"
"b6f716ca-b958-4ee1-9107-04a4ad38bc92","Expense","Transport",26.02,"2026-05-06 06:16:57","Taxi ride","Bank Transfer",false,"One-time"
"873b8ab2-0095-418d-a7c2-989e4707e98c","Expense","Shopping",152.65,"2026-05-05 10:24:36","Electronics","Card",false,"One-time"
"8d26b3fa-fd49-43c6-a0a5-90605afdad9f","Expense","Food",5.25,"2026-05-05 08:15:38","Mess meal","Bank Transfer",false,"One-time"
"f89f4855-13d0-483e-88aa-468e140979a6","Expense","Transport",7.55,"2026-05-04 23:24:18","Metro ride","Bank Transfer",false,"One-time"
"ff40a13b-1d59-4b31-8872-a6faa3e7bfec","Expense","Transport",17.26,"2026-05-04 21:08:59","Taxi ride","Bank Transfer",false,"One-time"
"4692ec3b-e3b9-4c14-881a-b6e7571830a7","Expense","Transport",2.23,"2026-05-04 20:10:05","Auto ride","Cash",false,"One-time"
"44e18f00-1122-4874-a3a8-15efcca52465","Expense","Transport",3.57,"2026-05-04 15:42:34","Metro ride","Cash",false,"One-time"
"8ac6a8d5-19ee-4fbd-9e25-234fb71c2335","Income","Allowance",869.75,"2026-05-04 09:10:46","Parental support","Bank Transfer",true,"Monthly"
"c6878c34-dc2f-4018-a361-e2b447d4de17","Expense","Entertainment",94.66,"2026-05-03 10:47:37","Outing with friends","Card",false,"One-time"
"7c67953c-36fb-43b5-b1c9-c1340df7ae2d","Expense","Rent",546.95,"2026-05-02 06:08:05","Monthly rent","Bank Transfer",true,"Monthly"
"c1179496-8c95-47e0-af28-6240d3721cd0","Expense","Transport",9.17,"2026-05-01 05:59:59","Auto ride","Card",false,"One-time"
"1b285104-5e2e-49bd-92c3-b5954fd35bdd","Expense","Healthcare",26.77,"2026-04-28 15:04:12","Doctor visit / medicine","Cash",false,"One-time"
"e3041d50-11ee-4a21-a6a2-6f5cb53f7ce2","Expense","Food",18.33,"2026-04-28 05:17:56","Mess meal","Bank Transfer",false,"One-time"
"085cea22-10cb-4318-a48c-500278d0759c","Expense","Transport",1.87,"2026-04-26 21:10:46","Metro ride","Bank Transfer",false,"One-time"
"8afc526c-1a5f-4e80-bd5c-1a99cc730cbe","Expense","Transport",33.93,"2026-04-25 03:19:15","Taxi ride","Bank Transfer",false,"One-time"
"12df38cc-4526-48cf-be13-50050b49e2be","Expense","Groceries",50.56,"2026-04-24 23:57:13","Mess meal","Card",false,"One-time"
